web-scraper-order,web-scraper-start-url,link,link-href,Harga,Lokasi,Kecamatan,KamarTidur,KamarMandi,Luas Tanah(m²),Luas Bangunan(m²),Nama Perumahan,Sertifikat_,Daya Listrik (Watt),Jumlah Lantai,Carport,Garasi,Interior,Orientasi Bangunan,AC,Kolam Renang,TV Kabel,Internet,Keamanan 24 jam,Dekat Jalan Raya,Masuk Mobil,Dekat Kawasan Bisnis,Dekat Stasiun,Dekat Rumah Sakit,Bebas Banjir,Taman,Jogging Track,Pusat Kebugaran,Akses Jalan Tol,Pusat Bisnis,Dekat Pusat Perbelanjaan,Dekat Sekolah,Dekat Tempat Ibadah,Kids Playground
1713199772-875,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=79,Uniqo Cluster Serpong | Cluster di Serpong,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003604901,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199782-876,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=79,"(I) JUAL CEPAT! RUMAH MINIMALIS LOKASI STRATEGIS, BISA KPR",https://www.99.co/id/properti/rumah-dijual-849jt-ciputat-1003604602,849000000,"Ciputat, Tangerang Selatan",0,4,2,120,81,,0,2200.0,2,1.0,1.0,1,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199795-877,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=79,Uniqo Cluster Serpong | Cluster di Serpong,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003605156,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199801-878,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=79,Uniqo Cluster Serpong | Cluster di Serpong,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003605304,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199813-899,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=78,(I) RUMAH CANTIK DAN MEWAH INI HANYA 5 MENITAN KE STASIUN SUDIMARA,https://www.99.co/id/properti/rumah-dijual-849jt-ciputat-1003605089,849000000,"Ciputat, Tangerang Selatan",0,2,1,52,91,,0,1300.0,1,1.0,1.0,1,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199824-900,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=78,Uniqo Cluster Serpong | Cluster di Serpong,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003605393,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199835-901,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=78,(S) Jual rumah second siap huni daerah pamulang harga 600 juta !!,https://www.99.co/id/properti/rumah-dijual-685jt-pamulang-1003605772,685000000,"Pamulang, Tangerang Selatan",2,2,1,100,80,,0,1300.0,1,1.0,1.0,1,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199843-902,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=78,The Gramercy Rumah Mewah Terbaik di Alam Sutera,https://www.99.co/id/properti/rumah-dijual-20mily-serpong-utara-1003605964,20000000000,"Serpong Utara, Tangerang Selatan",5,4,5,420,451,,3,5500.0,2,2.0,2.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713199853-903,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=78,Uniqo Cluster Serpong | Cluster di Serpong,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003606644,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199864-904,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=78,Uniqo Cluster Serpong | Cluster di Serpong,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003606720,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199873-905,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=78,Uniqo Cluster Serpong | Cluster di Serpong,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003606758,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199882-906,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=78,Uniqo Cluster Serpong | Cluster di Serpong,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003606798,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199888-907,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=78,Uniqo Cluster Serpong | Cluster di Serpong,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003606847,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,2.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199895-908,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=78,Uniqo Cluster Serpong | Cluster di Serpong,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003606884,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199906-909,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=78,Uniqo Cluster Serpong | Cluster di Serpong,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003606924,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199910-910,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=78,Uniqo Cluster Serpong | Cluster di Serpong,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003606985,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199922-911,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=78,RUMAH ROOFTOP LUAS FULL BATU BATA,https://www.99.co/id/properti/rumah-dijual-1mily-ciputat-1003607094,1650000000,"Ciputat, Tangerang Selatan",0,3,2,78,200,,0,3500.0,2,1.0,1.0,1,,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0
1713199928-912,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=78,Uniqo Cluster Serpong | Cluster di Serpong,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003607142,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199933-913,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=78,Uniqo Cluster Serpong | Cluster di Serpong,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003607227,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199938-914,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=78,Termurah di pamulang harga 800 jutaan,https://www.99.co/id/properti/rumah-dijual-800jt-pamulang-1003608866,800000000,"Pamulang, Tangerang Selatan",2,3,3,60,67,,0,2200.0,2,2.0,2.0,2,,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199943-915,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=78,Rumah murah 2 lantai di pamulang,https://www.99.co/id/properti/rumah-dijual-800jt-pamulang-1003608921,800000000,"Pamulang, Tangerang Selatan",2,3,3,60,67,,0,2200.0,2,2.0,2.0,2,,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199954-916,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=78,Termurah 2 lantai di tangerang selatan,https://www.99.co/id/properti/rumah-dijual-800jt-pamulang-1003608964,800000000,"Pamulang, Tangerang Selatan",2,3,3,60,67,,0,2200.0,2,2.0,2.0,2,,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199964-917,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=78,RUMAH MINIMALIS SIAP HUNI SPLIT LEVEL DI CLUSTER EKSKLUSIF KEBAYORAN BINTARO SEKTOR 7,https://www.99.co/id/properti/rumah-dijual-5mily-pondok-aren-1003609184,5350000000,"Pondok Aren, Tangerang Selatan",3,4,3,204,213,,0,2200.0,1,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199974-918,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=78,BRAND NEW MODERN MINIMALIS CONCEPT DI CLUSTER BINTARO JAYA SEKTOR 9,https://www.99.co/id/properti/rumah-dijual-2mily-pondok-aren-1003609183,2450000000,"Bintaro Jaya Sektor 9, Pondok Aren, Tangerang Selatan",3,4,4,130,155,Bintaro Jaya Sektor 9,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199984-939,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=77,Dijual Rumah Rumah Siap Huni Cluster Prime Area Di Sektor 7 Bintaro,https://www.99.co/id/properti/rumah-dijual-2mily-pondok-aren-1003609179,2750000000,"Pondok Aren, Tangerang Selatan",3,3,2,84,90,,3,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713199994-940,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=77,Dijual Rumah Siap Huni di  Cluster Prime Bintaro Jaya Sektor 9,https://www.99.co/id/properti/rumah-dijual-2mily-pondok-aren-1001325655,2650000000,"Pondok Aren, Tangerang Selatan",3,3,3,105,120,,0,3500.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200002-941,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=77,DIJUAL CEPAT RUMAH BRAND NEW DI THE SAVANA BSD CITY,https://www.99.co/id/properti/rumah-dijual-3mily-serpong-1003609995,3500000000,"Serpong, Tangerang Selatan",4,5,3,144,180,,0,5500.0,2,2.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200006-942,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=77,"Cluster 2lantai,harga ALL-IN,di Bojong sari- DEPOK",https://www.99.co/id/properti/rumah-dijual-845jt-serpong-672427773,845000000,"Serpong, Tangerang Selatan",4,3,2,96,70,,0,2200.0,2,2.0,2.0,2,,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713200012-943,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=77,"3jt saja dapat Rumah Mezzanine,dekat ST-KA SERPONG-RAWA BUNTU",https://www.99.co/id/properti/rumah-dijual-488jt-serpong-349500732,488000000,"Serpong, Tangerang Selatan",4,2,1,66,40,,0,1300.0,1,1.0,1.0,2,,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713200023-944,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=77,"CLUSTER MODERN MEZZANINE,di-PAMULANG-TANGSEL",https://www.99.co/id/properti/rumah-dijual-485jt-serpong-865013310,485000000,"Serpong, Tangerang Selatan",4,2,1,80,40,,0,1300.0,1,1.0,1.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713200028-945,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=77,"Cluster di kawasan segi tiga emas,PAMULANG-BSD-TANGERANG",https://www.99.co/id/properti/rumah-dijual-405jt-serpong-191383663,405000000,"Serpong, Tangerang Selatan",4,2,1,90,40,,0,1300.0,1,1.0,1.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713200033-946,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=77,"Cluster Modern,Nuansa Pedesaan, di PAMULANG-TANGERANG",https://www.99.co/id/properti/rumah-dijual-415jt-pamulang-349039290,415000000,"Pamulang, Tangerang Selatan",2,2,1,68,40,,0,1300.0,1,1.0,1.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713200045-947,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=77,Masih Ada 1 Hari Lagi Buat Dapetin Rumah 2 Lantai Di Uniqo Cluster Serpong Di Harga 600 Jutaan. Pilih Unit Sekarang Juga!,https://www.99.co/id/properti/rumah-dijual-600jt-serpong-1003612513,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200056-948,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=77,Sisa 1 Hari Lagi Harga Promo 600 Jutaan 1 Unit Di Type 60/55 Uniqo Cluster Serpong... Pilih Unit Sekarang!,https://www.99.co/id/properti/rumah-dijual-600jt-serpong-1003612544,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200066-949,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=77,Yuk Buruan Masih Ada 1 Hari Lagi Harga Promo 600 Jutaan Di Uniqo Cluster Serpong Type 60/55... Jangan Dilewatkan Ya!,https://www.99.co/id/properti/rumah-dijual-600jt-serpong-1003612556,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200075-950,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=77,The Gramercy Rumah Sultan Terbaru Di Alam Sutera,https://www.99.co/id/properti/rumah-dijual-16mily-serpong-utara-1003612620,16000000000,"Serpong Utara, Tangerang Selatan",5,4,5,312,398,,3,15600.0,2,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200085-951,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=77,The Gramercy Rumah Sultan Super Mewah Start 16Man Di Alam Sutera,https://www.99.co/id/properti/rumah-dijual-16mily-serpong-utara-1003612633,16000000000,"Serpong Utara, Tangerang Selatan",5,4,5,312,398,,3,15600.0,2,2.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200094-952,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=77,The Gramercy Rumah Sultan Super Mewah Dan Elegant Terbaru Di Alam Sutera,https://www.99.co/id/properti/rumah-dijual-16mily-serpong-utara-1003612653,16000000000,"Serpong Utara, Tangerang Selatan",5,4,5,312,398,,3,5500.0,2,2.0,2.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200102-953,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=77,The Gramercy Rumah Mewah Clasic Eropa Terbaru Di Alam Sutera,https://www.99.co/id/properti/rumah-dijual-16mily-serpong-utara-1003612665,16000000000,"Serpong Utara, Tangerang Selatan",5,4,5,312,398,,3,5500.0,2,2.0,2.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200106-954,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=77,The Gramercy Rumah Mewah Terbaru Di Alam Sutera Harga Mulai 16Man,https://www.99.co/id/properti/rumah-dijual-16mily-serpong-utara-1003612679,16000000000,"Serpong Utara, Tangerang Selatan",5,4,5,312,398,,3,5500.0,2,2.0,2.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200109-955,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=77,The Gramercy Rumah Mewah Terbaru Di Alam Sutera,https://www.99.co/id/properti/rumah-dijual-16mily-serpong-utara-1003612690,16000000000,"Serpong Utara, Tangerang Selatan",5,4,5,312,398,,3,5500.0,2,2.0,2.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200113-956,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=77,The Gramercy Rumah Sultan Di Alam Sutera Promo Launching,https://www.99.co/id/properti/rumah-dijual-16mily-serpong-utara-1003612709,16000000000,"Serpong Utara, Tangerang Selatan",5,4,5,312,398,,3,5500.0,2,2.0,2.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200122-957,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=77,The Gramercy Alam Sutera Rumah Mewah Terbaru Design Clasic Eropa,https://www.99.co/id/properti/rumah-dijual-16mily-serpong-utara-1003612719,16000000000,"Serpong Utara, Tangerang Selatan",5,4,5,312,398,,3,5500.0,2,2.0,2.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200132-958,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=77,Dijual Rumah Cantik 2 Lantai Lokasi Serpong Tangerang,https://www.99.co/id/properti/rumah-dijual-850jt-serpong-1003725144,850000000,"Serpong, Tangerang Selatan",4,2,2,84,57,,0,1300.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0
1713200150-979,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=76,Dijual Murah Rumah Strategis 1 Lantai Kawasan Bintaro,https://www.99.co/id/properti/rumah-dijual-600jt-pondok-aren-1003726206,600000000,"Pondok Aren, Tangerang Selatan",3,3,1,75,50,,1,2200.0,1,1.0,0.0,2,,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1713200154-980,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=76,Rumah Mewah Dan Nyaman Di Serpong,https://www.99.co/id/properti/rumah-dijual-600jt-serpong-utara-1003726229,600000000,"Uniqo Cluster Serpong, Serpong Utara, Tangerang Selatan",5,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713200164-981,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=76,Rumah Dijual Dalam Komplek Pamulang Bebas Banjir Samping Tol,https://www.99.co/id/properti/rumah-dijual-1mily-pamulang-1003726349,1300000000,"Pamulang, Tangerang Selatan",2,3,1,135,250,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1713200173-982,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=76,Dijual Rumah Siap Huni Di Pamulang,https://www.99.co/id/properti/rumah-dijual-1mily-pamulang-1003726520,1600000000,"Pamulang, Tangerang Selatan",2,4,3,156,140,,0,1300.0,2,1.0,0.0,2,,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1713200182-983,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=76,Hunian Paling Murah Di Serpong,https://www.99.co/id/properti/rumah-dijual-600jt-serpong-utara-1003726440,600000000,"Uniqo Cluster Serpong, Serpong Utara, Tangerang Selatan",5,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713200190-984,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=76,Jual Rumah Full Furnish Di Serpong Dekat Fasilitas Umum,https://www.99.co/id/properti/rumah-dijual-1mily-serpong-1003726682,1600000000,"Serpong, Tangerang Selatan",4,3,3,72,110,,4,2200.0,2,1.0,0.0,2,,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1713200194-985,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=76,Hunian Mewah Dengan Kualitas Udara Yang Baik,https://www.99.co/id/properti/rumah-dijual-600jt-serpong-utara-1003726782,600000000,"Uniqo Cluster Serpong, Serpong Utara, Tangerang Selatan",5,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713200204-986,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=76,Rumah Mewah Dengan Lokasi Yang Strategis Di Serpong,https://www.99.co/id/properti/rumah-dijual-600jt-serpong-utara-1003726878,600000000,"Uniqo Cluster Serpong, Serpong Utara, Tangerang Selatan",5,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1713200213-987,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=76,Hunian Dua Lantai Di Serpong,https://www.99.co/id/properti/rumah-dijual-600jt-serpong-utara-1003727054,600000000,"Uniqo Cluster Serpong, Serpong Utara, Tangerang Selatan",5,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713200223-988,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=76,Dijual Rumah Siap Huni di Anggrek Loka Graha Raya,https://www.99.co/id/properti/rumah-dijual-2mily-serpong-utara-1003727648,600000000,"Serpong Utara, Tangerang Selatan",5,3,2,160,180,,0,5500.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713200229-989,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=76,Rumah di Anggrek Loka Graha Raya,https://www.99.co/id/properti/rumah-dijual-2mily-serpong-utara-1003727696,2350000000,"Serpong Utara, Tangerang Selatan",5,3,2,160,180,,0,5500.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713200237-990,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=76,Dijual Cepat 🏠 Rumah di Pondok Karya - Pondok Aren,https://www.99.co/id/properti/rumah-dijual-455jt-pondok-aren-1003727824,2350000000,"Pondok Aren, Tangerang Selatan",3,5,3,100,100,,2,1300.0,2,0.0,1.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713200247-991,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=76,Dijual Cepat 🏠 Rumah di Pondok Karya - Pondok Aren,https://www.99.co/id/properti/rumah-dijual-455jt-pondok-aren-1003728060,455000000,"Pondok Aren, Tangerang Selatan",3,5,3,100,100,,2,1300.0,2,0.0,1.0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1713200258-992,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=76,Dijual Cepat 🏠 Rumah di Pondok Karya - Pondok Aren,https://www.99.co/id/properti/rumah-dijual-455jt-pondok-aren-1003729020,455000000,"Pondok Aren, Tangerang Selatan",3,5,3,100,100,,2,1300.0,2,0.0,1.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713200269-993,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=76,"(TSI/15791) Rumah Pavilion Residence, BSD, Tangerang Selatan, 13x16 m², 2 Lt, PPJB",https://www.99.co/id/properti/rumah-dijual-3mily-serpong-1003730265,3100000000,"Serpong, Tangerang Selatan",4,3,3,208,228,,3,4400.0,2,2.0,0.0,0,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713200279-994,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=76,"(TSI/15791) Rumah Pavilion Residence, BSD, Tangerang Selatan, 13x16 m², 2 Lt, PPJB",https://www.99.co/id/properti/rumah-dijual-3mily-serpong-1003730523,3100000000,"Serpong, Tangerang Selatan",4,3,3,208,228,,3,4400.0,2,2.0,0.0,0,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713200289-995,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=76,Hunian di Serpong Selangkah ke Taman Tekno BSD,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003730576,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,2.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200298-996,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=76,Uniqo Cluster Serpong | Cluster di Serpong,https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003730609,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713200306-997,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=76,Jual Cepat Rumah 2.5 Lantai Di Ciater,https://www.99.co/id/properti/rumah-dijual-1mily-serpong-1003730686,1500000000,"Serpong, Tangerang Selatan",4,5,2,113,194,,0,2200.0,2,0.0,2.0,2,,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1713200309-998,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=76,"Rumah Murah 2 Lantai Kawasan BSD, Uniqo Cluster Serpong",https://www.99.co/id/properti/rumah-dijual-599jt-serpong-1003730736,599000000,"Uniqo Cluster Serpong, Serpong, Tangerang Selatan",4,3,2,60,55,Uniqo Cluster Serpong,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
