web-scraper-order,web-scraper-start-url,link,link-href,Harga,Lokasi,Kecamatan,KamarTidur,KamarMandi,Luas Tanah(m²),Luas Bangunan(m²),Nama Perumahan,Sertifikat_,Daya Listrik (Watt),Jumlah Lantai,Carport,Garasi,Interior,Orientasi Bangunan,AC,Kolam Renang,TV Kabel,Internet,Keamanan 24 jam,Dekat Jalan Raya,Masuk Mobil,Dekat Kawasan Bisnis,Dekat Stasiun,Dekat Rumah Sakit,Bebas Banjir,Taman,Jogging Track,Pusat Kebugaran,Akses Jalan Tol,Pusat Bisnis,Dekat Pusat Perbelanjaan,Dekat Sekolah,Dekat Tempat Ibadah,Kids Playground
1713208456-3299,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=201,Rumah Jual Cepat Aman dan Nyaman di Ciputat Tangerang Selatan,https://www.99.co/id/properti/1004067331,2500000000,"Ciputat, Tangerang Selatan",0,6,5,246,320,,0,2196.0,2,2.0,0.0,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713208464-3300,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=201,700 JUTAAN RUMAH 2 LANTAI DI PAMULANG,https://www.99.co/id/properti/rumah-dijual-739jt-pamulang-1005483834,739000000,"Pamulang, Tangerang Selatan",2,3,2,60,70,,0,2200.0,2,2.0,0.0,2,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713208472-3301,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=201,RUMAH 2 LANTAI MINIMALIS DI PAMULANG,https://www.99.co/id/properti/rumah-dijual-739jt-pamulang-1005483870,739000000,"Pamulang, Tangerang Selatan",2,3,2,60,70,,0,2200.0,2,2.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713208481-3302,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=201,Dijual Rumah Dalam Cluster Daerah Ciputat Serua Dekat Stasiun,https://www.99.co/id/properti/rumah-dijual-1mily-ciputat-1004599917,1450000000,"Ciputat, Tangerang Selatan",0,3,2,72,110,,0,2200.0,2,1.0,0.0,2,Selatan,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1713208488-3303,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=201,RUMAH DIJUAL DI CIPUTAT HUNIAN BAGUS DAN TERAWAT,https://www.99.co/id/properti/rumah-dijual-1mily-ciputat-1004600221,1050000000,"Ciputat, Tangerang Selatan",0,3,2,87,80,,0,2200.0,1,1.0,0.0,2,,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1713208497-3304,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=201,Dijual Rumah Baru Lantai Siap Huni di BSD,https://www.99.co/id/properti/rumah-dijual-2mily-serpong-1004600426,2200000000,"Serpong, Tangerang Selatan",4,3,3,98,120,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1713208505-3305,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=201,Rumah 2 Lantai Magani Residence 5,https://www.99.co/id/properti/rumah-dijual-879jt-pamulang-1005486305,879000000,"Pamulang, Tangerang Selatan",2,3,2,65,70,,0,2200.0,2,2.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713208512-3306,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=201,Rumah Mewah dengan letak yang strategis Di Tangerang Selatan,https://www.99.co/id/properti/rumah-dijual-915jt-serpong-1005486490,915000000,"Serpong, Tangerang Selatan",4,3,2,70,70,,0,2200.0,2,2.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713208519-3307,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=201,rumah dijual di serpong akses 2 mobil,https://www.99.co/id/properti/rumah-dijual-900jt-serpong-1005486435,900000000,"Serpong, Tangerang Selatan",4,3,2,75,75,,0,1300.0,2,1.0,0.0,2,,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713208526-3308,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=201,Rumah siap huni di belakang permata Pamulang celuster,https://www.99.co/id/properti/rumah-dijual-650jt-ciputat-1005486659,650000000,"Ciputat, Tangerang Selatan",0,2,2,65,60,,0,22000.0,1,2.0,2.0,0,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713208534-3309,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=201,rumah murah 2 lantai dekat stasiun sudimara pamulang,https://www.99.co/id/properti/rumah-dijual-740jt-pamulang-1005486841,740000000,"Pamulang, Tangerang Selatan",2,3,2,60,70,,0,2200.0,2,2.0,0.0,1,,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1713208541-3310,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=201,rumah 2 lantai dekat stasiun rawa buntu pamulang,https://www.99.co/id/properti/rumah-dijual-740jt-pamulang-1005486926,740000000,"Pamulang, Tangerang Selatan",2,3,2,60,70,,0,2198.0,2,2.0,0.0,1,,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0
1713208551-3311,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=201,RUMAH MURAH LOKASI STRATEGIS DEKAT PEMKOT TANGERANG SELATAN DAN TOL BSD SERPONG,https://www.99.co/id/properti/rumah-dijual-839jt-pamulang-1005487763,839000000,"Pamulang, Tangerang Selatan",2,3,2,60,70,,0,2200.0,2,2.0,2.0,2,,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196107-21,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=400,Promo rumah murah 2 lantai,https://www.99.co/id/properti/1004576904,800000000,"Pamulang, Tangerang Selatan",2,3,3,60,67,,0,2200.0,2,2.0,2.0,2,,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196117-22,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=400,Bsd Cluster Uniqo Serpong Hunian 2 Lantai Harga Spesial,https://www.99.co/id/properti/1004577116,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196129-23,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=400,Cluster Uniqo Serpong Bsd Hunian 2 Lantai Harga Santai,https://www.99.co/id/properti/1004577186,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196137-24,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=400,Uniqo Cluster Serpong Bsd Harga Spesial,https://www.99.co/id/properti/1004577245,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196154-25,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=400,Bsd Uniqo Cluster Serpong Bebas Surat-Surat,https://www.99.co/id/properti/1004577285,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196165-26,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=400,Bsd Cluster Uniqo Serpong Hunian 2 Lantai Harga Santai,https://www.99.co/id/properti/1004577323,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196170-27,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=400,Rumah 2 lantai termurah di tangsel,https://www.99.co/id/properti/1004577343,800000000,"Pamulang, Tangerang Selatan",2,3,2,60,69,,0,2198.0,2,1.0,0.0,1,,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196174-28,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=400,Rumah 2 lantai termurah di tangsel,https://www.99.co/id/properti/1004577366,800000000,"Pamulang, Tangerang Selatan",2,3,2,60,69,,0,2199.0,2,1.0,0.0,1,,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196185-29,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=400,Bsd Uniqo Cluster Serpong 5 Menit Pintu Tol,https://www.99.co/id/properti/1004577363,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196193-30,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=400,Rumah 2 lantai termurah di tangsel,https://www.99.co/id/properti/1004577375,800000000,"Pamulang, Tangerang Selatan",2,3,2,60,70,,0,2198.0,2,1.0,0.0,1,,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196204-31,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=400,Uniqo Cluster Serpong Bsd 5 Menit Stasiun,https://www.99.co/id/properti/1004577391,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196215-32,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=400,Bsd Uniqo Cluster Serpong Hunian 2 Lantai Harga Santai,https://www.99.co/id/properti/1004577418,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196225-33,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=400,Cluster Uniqo Serpong Bsd 5 Menit Pintu Tol,https://www.99.co/id/properti/1004577442,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196236-34,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=400,Hunian 2 Lantai Harga Promo Cluster Uniqo Serpong Bsd,https://www.99.co/id/properti/1004577484,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196245-35,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=400,Rumah Minimalis Nego Sampai Deal Di Serpong,https://www.99.co/id/properti/1004576361,675000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713196253-36,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=400,Hunian Dengan Gaya Hidup Nayaman Dan Praktis Di serpong,https://www.99.co/id/properti/1004577647,675000000,"Serpong Utara, Tangerang Selatan",5,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713196264-37,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=400,Rumah Asri Dekat Akses Kota Di Serpong,https://www.99.co/id/properti/1004577685,675000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713196274-38,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=400,Bad Cluster Uniqo Serpong Hunian 2 Lantai Harga Santai,https://www.99.co/id/properti/1004577709,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196284-39,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=400,Rumah 2 Lantai Dengan Konsep Minimalis Di Serpong,https://www.99.co/id/properti/1004577729,675000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713196295-40,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=400,Dijual Cepat Jual Rumah Bagus Murah Bersih Ciputat Tangerang Dekat Danau Setu Bungur,https://www.99.co/id/properti/1004578242,950000000,"Ciputat Timur, Tangerang Selatan",1,3,2,151,120,,0,2200.0,1,1.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713196309-61,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=399,Hunian Termurah Dengan Konsep Minimalis Di Serpong,https://www.99.co/id/properti/1004578283,675000000,"Serpong Utara, Tangerang Selatan",5,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713196317-62,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=399,Rumah Baru Dengan Konsep Modern Di Serpong,https://www.99.co/id/properti/1004578463,670000000,"Serpong Utara, Tangerang Selatan",5,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713196323-63,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=399,Rumah 2 Lantai Di Serpong Banyak Promo,https://www.99.co/id/properti/1004578495,675000000,"Serpong Utara, Tangerang Selatan",5,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713196333-64,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=399,Hunian Termurah Dengan Lingkungan Nyaman Di Serpong,https://www.99.co/id/properti/1004578520,670000000,"Serpong Utara, Tangerang Selatan",5,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713196344-65,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=399,Rumah Baru Di Kawasan Strategis Di Serpong,https://www.99.co/id/properti/1004578544,675000000,"Serpong Utara, Tangerang Selatan",5,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713196355-66,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=399,Cluster Uniqo Bsd Serpong 5 Menit Pintu Tol,https://www.99.co/id/properti/1004578570,600000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196365-67,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=399,NEW MENTENG RUMAH 2 LANTAI BEBAS BANJIR,https://www.99.co/id/properti/rumah-dijual-5-02mily-serpong-454375367,5020000000,"New Menteng, Serpong, Tangerang Selatan",4,3,3,180,217,New Menteng,1,4400.0,2,2.0,2.0,2,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196375-68,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=399,Hunian Termurah Dengan Lingkungan Nyaman Di Serpong,https://www.99.co/id/properti/1004578586,670000000,"Serpong Utara, Tangerang Selatan",5,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713196387-69,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=399,Rumah Bisa KPR Dp0% Di Kawasan Elite,https://www.99.co/id/properti/rumah-dijual-900jt-serpong-1004579498,900000000,"Serpong, Tangerang Selatan",4,3,2,60,45,,0,2200.0,2,1.0,1.0,1,,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196397-70,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=399,"Dipasarkan, Brand New House ( indent ), Strategis di Bintaro",https://www.99.co/id/properti/rumah-dijual-1mily-pondok-aren-756254614,1200000000,"Pondok Aren, Tangerang Selatan",3,3,2,60,60,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1713196407-71,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=399,Dijual Rumah Villa Melati Mas Serpong Tangerang Selatan,https://www.99.co/id/properti/rumah-dijual-1mily-serpong-utara-1004583303,1570000000,"Villa Melati Mas, Serpong Utara, Tangerang Selatan",5,3,2,96,78,Villa Melati Mas,0,2200.0,1,1.0,0.0,2,,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0
1713196418-72,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=399,"Rumah Cluster Furnished Siap Huni di Rempoa, Akses Strategis. Lt.72 Lb.85",https://www.99.co/id/properti/rumah-dijual-1mily-ciputat-1004581769,1950000000,"Ciputat, Tangerang Selatan",0,2,2,72,85,,0,2200.0,2,1.0,0.0,0,,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0
1713196429-73,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=399,"Rumah Semi Furnished Di Rempoa, 10 Menit MRT Lebak Bulus. Lt.105 Lb.161",https://www.99.co/id/properti/rumah-dijual-3mily-ciputat-1004598648,3000000000,"Ciputat, Tangerang Selatan",0,3,3,105,161,,0,5500.0,2,2.0,0.0,1,,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0
1713196439-74,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=399,Rumah Anggrek Loka Sudah Ready SHM di Graha Raya,https://www.99.co/id/properti/1004599923,2350000000,"Graha Raya, Serpong Utara, Tangerang Selatan",5,3,2,160,180,Graha Raya,0,5500.0,2,1.0,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713196442-75,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=399,Rumah bagus renovasi murah di Bintaro Jaya,https://www.99.co/id/properti/rumah-dijual-5mily-pondok-aren-1003425979,5600000000,"Pondok Aren, Tangerang Selatan",3,5,5,255,300,,0,5500.0,2,2.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196453-76,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=399,"Dijual Rumah di Jombang Bintaro, Pondok Aren",https://www.99.co/id/properti/1004600249,7500000000,"Pondok Aren, Tangerang Selatan",3,4,4,493,230,,0,3300.0,1,1.0,1.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713196464-77,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=399,DROP PRICE!! RUMAH SEMI FURNISHED DI BINTARO JAYA SEKTOR 9,https://www.99.co/id/properti/rumah-dijual-4mily-pondok-aren-1004600952,4100000000,"Bintaro Jaya Sektor 9, Pondok Aren, Tangerang Selatan",3,4,2,175,227,Bintaro Jaya Sektor 9,0,4400.0,2,2.0,1.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196469-78,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=399,Rumah bagus asri di Permata Bintaro,https://www.99.co/id/properti/1004600926,2300000000,"Pondok Aren, Tangerang Selatan",3,3,3,120,180,,0,3300.0,2,1.0,0.0,1,,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196480-79,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=399,Jual Cepat good investment,https://www.99.co/id/properti/1004600898,5670000000,"Pondok Aren, Tangerang Selatan",3,4,3,204,240,,0,2200.0,2,4.0,1.0,1,,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0
1713196483-80,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=399,Rumah Hoek Harga menarik di Cluster Emerald Bintaro Jaya Sektor 9,https://www.99.co/id/properti/rumah-dijual-4mily-pondok-aren-1004584443,5000000000,"Pondok Aren, Tangerang Selatan",3,4,4,250,234,,0,3500.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196497-101,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=398,Rumah Minimalis Dengan Lingkungan Strategis Di Serpong,https://www.99.co/id/properti/1004601212,670000000,"Serpong Utara, Tangerang Selatan",5,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713196500-102,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=398,Hunian Murah 2 Lantai Di Serpong,https://www.99.co/id/properti/1004601365,675000000,"Serpong Utara, Tangerang Selatan",5,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713196507-103,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=398,Hunian Minimalis Dengan Keamanan 24 Jam Di Serpong,https://www.99.co/id/properti/1004601543,675000000,"Serpong, Tangerang Selatan",4,3,2,60,55,,0,2200.0,2,1.0,0.0,2,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1713196510-104,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=398,CLUSTER MURAH 2 LANTAI DI PAMULANG DEKAT TOL BSD,https://www.99.co/id/properti/1004601493,839000000,"Pamulang, Tangerang Selatan",2,3,2,70,70,,0,2199.0,2,2.0,2.0,2,,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
1713196521-105,https://www.99.co/id/jual/rumah/tangerang-selatan?hlmn=398,Jual Cepat Rumah Baru Cluster Griya Loka BSD,https://www.99.co/id/properti/1004601579,1950000000,"Griya Loka, Serpong, Tangerang Selatan",4,4,3,95,140,Griya Loka,1,2200.0,2,1.0,0.0,2,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
